;Торговая точка;Торговая точка COD;Торговая точка GUID;Адрес
77830;Рябцун Т.В ИП (Хабаровск г, Дзержинского ул, дом 28);УП-00077407;730F1239-2B5D-11E5-85B1-005056A00499;680000, Хабаровский край, Хабаровск г, Дзержинского ул, дом № 28
78337;"Мамедов С.Ф.О. ИП Магазин ""Продукты""( Хабаровск г, Тихоокеанская ул, дом 176А)";УП-00095297;2D724280-A8CF-11E7-80E7-44A8422A0503;680033, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 176А
79046;Усанов Е.А. ИП, БАЗА Аризона (Хабаровск г, Озерная ул, 1);УП-00058339;09F3337F-2B5E-11E5-85B1-005056A00499;680025, Хабаровский край, Хабаровск г, Озерная ул, дом № 1
79233;"ЯНТАРЬ ООО Магазин ""Веселый папа"" (Хабаровск г, Панфиловцев ул, дом 31)";УП-00088093;D200A140-7B06-11E6-80D5-44A8422A0503;680051, Хабаровский край, Хабаровск г, Панфиловцев ул, дом № 31
81393;"Янтарь ООО Магазин ""Веселый папа"" (Хабаровск г, ДОС (Большой Аэродром) кв-л, дом 27)";УП-00095762;14C73C0F-B476-11E7-80E7-44A8422A0503;680014, Хабаровский край, Хабаровск г, ДОС (Большой Аэродром) кв-л, дом № 27
85808;Норышева Татьяна Анатольевна (Хабаровск г, Пионерская ул, д. 40, кв. 38);УП-00096832;9D6DCA9A-D960-11E7-80EB-44A8422A0503;Хабаровский край, Хабаровск г, Пионерская ул, дом № 40, квартира 38
86116;"Полянникова А.В.ИП.Магазин""Разливного пива""(Хабаровск г, Ульяновская ул, дом 195.павильон 3.место 3)";УП-00110652;3EADE9BE-C79B-11E9-8104-44A8421C2299;680041, Хабаровский край, Хабаровск г, Ульяновская ул, дом № 195.павильон 3.место 3 
87237;Парус ООО, Краснореченская_23;УП-00077695;2C1A26EF-90F3-11E1-BF75-F46D04E31E4B;680023, Хабаровский край, Хабаровск г, Краснореченская ул, дом № 23
87733;Макаренко Д.В. ИП Зоотовары (Хабаровск г, Ленинградская ул, дом 28и);УП-00096857;20C351D2-D968-11E7-80EB-44A8422A0503;680013, Хабаровский край, Хабаровск г, Ленинградская ул, дом № 28, корпус И
89222;Симонова Т.В. ИП, (Хабаровск г, Трехгорная ул, дом 39);УП-00079229;5CC9EF38-90F3-11E1-BF75-F46D04E31E4B;680054, Хабаровский край, Хабаровск г, Трехгорная ул, дом № 39
90003;"Казаков Г.С. ИП Магазин ""Продукты"" (Хабаровск г, Трехгорная ул, дом 60/3)";УП-00105991;8229EEAF-1856-11E9-8107-44A8422A0503;680054, Хабаровский край, Хабаровск г, Трехгорная ул, дом № 60/3
90031;Преображенская Александра Сергеевна (Хабаровск г, Стрельникова ул, дом 10, кв 2);УП-00104217;8BE1E1D6-D1D0-11E8-8105-44A8422A0502;680054, Хабаровский край, Хабаровск г, Стрельникова ул, дом № 10, квартира 2
90906;"Хорека Лайн ООО Магазин ""Продукты"" (Хабаровск г, Хабаровская ул, дом 15)";УП-00107484;312337E1-5A82-11E9-810B-44A8422A0502;680009, Хабаровский край, Хабаровск г, Хабаровская ул, дом № 15
93929;Васильев П. Е. ИП (Хабаровск г, Краснореченская ул, 147);УП-00077086;315FD11E-2B5B-11E5-85B1-005056A00499;Хабаровский край, Хабаровск г, Краснореченская ул, дом № 147
98533;"Вельбой Е.О. ИП Павильон ""Овощи"" (Хабаровск г, Суворова ул, дом 42)";УП-00096985;2D6C01D1-DB0A-11E7-80EB-44A8422A0503;680051, Хабаровский край, Хабаровск г, Суворова ул, дом № 42
98829;Николенко Г.Ф. ИП, 1100, место 3;УП-00080494;D50492F4-2B56-11E5-85B1-005056A00499;680014, Хабаровский край, Хабаровск г, 60-летия Октября пр-кт, дом № 186
99596;"Еременко И.В. ИП, Отдел ""Рыба"" (Хабаровск г, Суворова ул, дом 60)";УП-00096221;83CBD12B-C38A-11E7-80EA-44A8422A0503;680051, Хабаровский край, Хабаровск г, Суворова ул, дом № 60
102493;"Щедловский Е.В.ИП (Хабаровск г, Черняховского ул, дом 3)""Отдел пиво""";УП-00107353;1CBE8BBE-55A3-11E9-8109-44A8422A0502;680051, Хабаровский край, Хабаровск г, Черняховского ул, дом № 3
102718;ТК-РЕГИОН ООО (Хабаровск г, Автобусная ул, дом 75);УП-00106078;9B48DA9E-1D46-11E9-8107-44A8422A0503;680041, Хабаровский край, Хабаровск г, Автобусная ул, дом № 75
103048;ЛЕРА ООО (Хабаровск г, Суворова ул, 28а, корпус 1);УП-00080281;94EE4295-C881-11E5-80D4-44A8421C2299;680003, Хабаровский край, Хабаровск г, Суворова ул, дом № 28а, корпус 1
103140;"ЛЕРА ООО Магазин ""Лера"" (Хабаровск г, Воронежская ул, дом140)";УП-00089154;AF0BE1D6-AAD6-11E6-80D6-44A8422A0503;680000, Хабаровский край, Хабаровск г, Воронежская ул, дом № 140
103144;"Делси ООО""Новая аптека""(Хабаровск г, Серышева ул, дом 9)";УП-00104918;80F34A82-E898-11E8-8107-44A8422A0503;680038, Хабаровский край, Хабаровск г, Серышева ул, дом № 9
103180;"Суперфарма ООО""Новая аптека""(Хабаровск г, Краснореченская ул, дом 159)";УП-00103311;CB600BE4-B57E-11E8-80FF-44A8422A0502;680001, Хабаровский край, Хабаровск г, Краснореченская ул, дом № 159
103424;"Суперфарма ООО""Новая аптека""(Хабаровск г, Карла Маркса ул, дом 105)";УП-00103286;67C8C61C-B56B-11E8-80FF-44A8422A0502;680009, Хабаровский край, Хабаровск г, Карла Маркса ул, дом № 105
103516;"Суперфарма ООО""Новая аптека""(Хабаровск г, Краснореченская ул, дом 209)";УП-00103285;1BBA1C77-B56B-11E8-80FF-44A8422A0502;680007, Хабаровский край, Хабаровск г, Краснореченская ул, дом № 209
104291;Семенова А. Е. ИП (г.Хабаровск, ул.Запарина 76);УП-00079586;D997FFDC-562A-11E5-80CD-44A84229F6DF;680000, Хабаровский край, Хабаровск г, Запарина ул, дом № 76
105685;"Новоторг ТК ООО ""Алкомаркет Бонус"" ул. Ульяновская 166";УП-00083781;6B2747F3-01E0-11E6-80D9-44A8421C2298;680041, Хабаровский край, Хабаровск г, Ульяновская ул, дом № 166
109197;"Росебишвили Н.Г. ИП Магазин ""Новоторг"" (Хабаровск г, Королева ул, дом 10)";УП-00106572;4CF7A79B-30FC-11E9-8107-44A8422A0503;680045, Хабаровский край, Хабаровск г, Королева ул, дом № 10
109820;Шлапаков П.А. ИП Оптовый склад (Хабаровск г, 60-летия Октября пр-кт, дом 132Б);УП-00110136;CEBC02A1-B350-11E9-8101-44A8421C2299;Хабаровский край, Хабаровск г, 60-летия Октября пр-кт, дом № 132Б
112546;"Голендухина  Л.С. ИП, База Многорядов (Хабаровск г, 60-летия Октября пр-кт, дом 162, конт-р 56 ""И"")";УП-00076287;CCC9D124-90F1-11E1-BF75-F46D04E31E4B;"680014, Хабаровский край, Хабаровск г, 60-летия Октября пр-кт, дом № 162, конт-р 56 ""И"""
113481;Павленко Е. М. ИП, Рынок Депо 2 (Хабаровск г, Тихоокеанская ул, дом 182, место 1);УП-00079080;06C49298-2B5D-11E5-85B1-005056A00499;680033, Хабаровский край, Хабаровск г, Тихоокеанская ул, дом № 182, место 1
113487;"Хансулян М.Л.ИП Магазин""Продукты""( Хабаровск г, Краснореченская ул, дом 117/1)";УП-00099137;654835DF-3610-11E8-80FD-44A8422A0502;680006, Хабаровский край, Хабаровск г, Краснореченская ул, дом № 117/1
114561;"Имамалиев Н.Т. ИП, База ""Многорядов"" (Хабаровск г, 60-летия Октября пр-кт, дом162 конт-р 10 Д)";УП-00093194;9697A2D5-6774-11E7-80E4-44A8422A0503;680014, Хабаровский край, Хабаровск г, 60-летия Октября пр-кт, дом № 162 конт-р 10 Д
114876;"Клявиньш Л.И. ИП Магазин ""продукты""(Хабаровск г, Артемовская ул, дом № 55)";УП-00095809;628F1845-B533-11E7-80E7-44A8422A0503;680001, Хабаровский край, Хабаровск г, Артемовская ул, дом № 55
119332;ГОЛИАФ ООО (Хабаровск г, Льва Толстого ул, 34);УП-00076093;9911E216-368B-11E5-A484-005056A00499;680038, Хабаровский край, Хабаровск г, Льва Толстого ул, дом № 34
119989;"Деко ООО, Магазин ""Продукты"" (Хабаровск г, Жуковского ул, дом 33)";УП-00079463;A3FB73FE-90F2-11E1-BF75-F46D04E31E4B;680052, Хабаровский край, Хабаровск г, Жуковского ул, дом № 33
120589;"Галенко А.А. ИП, Магазин ""Корюшка"" (Хабаровск г, Руднева ул, дом 56а)";УП-00087181;0BCAD74B-548D-11E6-80D0-44A8422A0503;680018, Хабаровский край, Хабаровск г, Руднева ул, дом № 56, корпус а
124836;Федотова Л. Б. ИП, Краснореченская_9;УП-00062312;83844EA5-90F3-11E1-BF75-F46D04E31E4B;680000, Хабаровский край, Хабаровск г, Краснореченская ул, дом № 9
